region,jugadores,pct_cambia_provincia,pct_cambia_region,km_mediana
AMBA,676,35.798816568047336,8.431952662721894,7.099898354304703
Cuyo,75,57.333333333333336,54.666666666666664,660.1345866993514
NEA,81,96.29629629629629,91.35802469135803,799.4288534692453
NOA,76,78.94736842105263,71.05263157894737,941.7035399968606
Pampeana,950,45.26315789473684,50.421052631578945,154.71223971792733
Patagonia,65,78.46153846153847,72.3076923076923,978.7689942656118
