region,seleccionados,nacimientos,por_millon,ic_lo,ic_hi
AMBA,91,5307340.932810999,17.14606262383118,13.804940067798771,21.051565431914273
Pampeana,136,8801582.067189,15.451767530179367,12.964085595125848,18.277711150413246
Cuyo,15,1740858.0,8.616440858473236,4.822556539811583,14.211508848789416
Patagonia,7,1204246.0,5.8127658302373435,2.337033339965312,11.976519217587084
NEA,6,2663171.0,2.2529533402098476,0.8267941688651804,4.903730936736201
NOA,7,3280367.0,2.1339075780240444,0.8579415204213027,4.3966651785310535
