baseline,unidad,jugadores,nacimientos,pct_jugadores,pct_nacimientos,esperado,obs_sobre_esp,residuo_estand,tasa,tasa_ic_lo,tasa_ic_hi,RR,RR_ic_lo,RR_ic_hi,RR_referencia,provincia
población total censo 2022,22,80,1124603.0,1.4516421702050444,2.4652191518300883,135.85822745735615,0.5888491370543665,-4.852487461771958,7.113621429073192,5.640659378553174,8.853517638441161,0.2288969636913756,0.1822194634975751,0.2875314139415637,02,Chaco
población total censo 2022,90,116,1727337.0,2.1048811467973145,3.786459981046404,208.67180955546732,0.5558968422572954,-6.5402997829742695,6.715539584921761,5.54918029900439,8.054650046765452,0.2160877741195884,0.17822506098524668,0.26199416549967425,02,Tucumán
población total censo 2022,54,80,1273347.0,1.4516421702050444,2.7912778209958424,153.82732071508087,0.5200636637764503,-6.03736944646586,6.282655081450697,4.981754744856693,7.819308088638719,0.20215872975568486,0.16093378733979302,0.25394389016734975,02,Misiones
población total censo 2022,18,74,1209671.0,1.342769007439666,2.651694968458607,146.13490971175383,0.5063813988455086,-6.0478959056147685,6.117365796154491,4.803447899746375,7.679792563589325,0.19684017071901877,0.15539186865353005,0.24934414615402242,02,Corrientes
población total censo 2022,86,63,1057749.0,1.1431682090364725,2.3186698707269358,127.78189657576142,0.49302758597457136,-5.798467283954514,5.956044392384205,4.576788046643131,7.6203680917581105,0.19164928730336026,0.14852858273088332,0.24728876185693804,02,Santiago del Estero
población total censo 2022,34,35,605507.0,0.6350934494647069,1.3273194655955758,73.14857574897218,0.478478215626663,-4.4903162385661455,5.780279996763043,4.026176807620683,8.03897021323999,0.1859936677453238,0.13274704831740788,0.2605982195449045,02,Formosa
población total censo 2022,58,35,708578.0,0.6350934494647069,1.5532592889806094,85.60011941572138,0.4088779342704033,-5.51205681369396,4.939470319428489,3.4405220600300557,6.86960749121241,0.15893870226773593,0.11343742959212494,0.22269114497200942,02,Neuquén
población total censo 2022,94,9,184958.0,0.1633097441480675,0.4054426352092156,22.343943626379872,0.40279371226905325,-2.8286973407203306,4.86596957147028,2.2250311407878187,9.23712596990623,0.15657364837719295,0.0812195681669322,0.30183991271362165,02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
población total censo 2022,38,31,809364.0,0.5625113409544548,1.7741902107693182,97.77562251549712,0.31705244315971093,-6.813807212543492,3.8301678849071616,2.602413250297994,5.4366175791422355,0.12324437110194818,0.08618725824744529,0.17623457709614457,02,Jujuy
población total censo 2022,46,14,382453.0,0.25403737978588276,0.8383673707742846,46.20242580337082,0.3030143927849475,-4.757560994281562,3.6605805157757945,2.001273431323743,6.1418321001104905,0.11778751143326661,0.069495500674589,0.19963735371310015,02,La Rioja
población total censo 2022,10,15,427625.0,0.2721829069134458,0.937387984738918,51.65945183896177,0.2903631274826447,-5.124555281816172,3.5077462730195847,1.9632589611887312,5.785494036009552,0.11286972174431982,0.0677784031417664,0.18795919490746757,02,Catamarca
población total censo 2022,70,28,819445.0,0.5080747595717655,1.7962885639389248,98.99346275867414,0.28284695998823967,-7.2003092732143115,3.416946835968247,2.2705363576393207,4.938439546677103,0.10994804315161387,0.07550944831859174,0.16009350435014008,02,San Juan
población total censo 2022,78,11,335677.0,0.1996007984031936,0.7358306613345941,40.55162774614948,0.27125914818658514,-4.657801810326697,3.276959696374789,1.6358464736150649,5.863386086416988,0.10544363825345245,0.058198302203501306,0.19104270102669835,02,Santa Cruz
población total censo 2022,66,46,1434225.0,0.8346942478679006,3.1439351824897392,173.26226790700954,0.26549346580577116,-9.823907192911777,3.2073070822221057,2.3481518875331187,4.278098186169255,0.10320240682840694,0.07677528813183092,0.13872610620343911,02,Salta
