baseline,unidad,jugadores,nacimientos,pct_jugadores,pct_nacimientos,esperado,obs_sobre_esp,residuo_estand,tasa,tasa_ic_lo,tasa_ic_hi,RR,RR_ic_lo,RR_ic_hi,RR_referencia,provincia
población total censo 2010,02,962,2890151.0,17.45599709671566,7.2046870796446765,397.0503049592181,2.422866795427368,29.432285749315312,33.285458095442074,31.215052003124832,35.457096091580915,1.0,0.9145101928979258,1.093481524608459,02,Ciudad Autónoma de Buenos Aires
población total censo 2010,82,950,3194537.0,17.2382507711849,7.963472998243644,438.8669969332072,2.164664936389792,25.432400323216175,29.73826880076831,27.877044844810637,31.691085119508077,0.893431261047914,0.8168218095721845,0.977225888025368,02,Santa Fe
población total censo 2010,14,577,3308876.0,10.469969152603882,8.248501952093976,454.5749425798991,1.2693176546980098,5.994610750580693,17.437945695154486,16.043944853710283,18.920642988307133,0.5238908127733517,0.472520142872927,0.5808463149096543,02,Córdoba
población total censo 2010,42,49,318951.0,0.8891308292505897,0.7950941486239816,43.81763853066763,1.118271126494078,0.7860255133373181,15.362861379961185,11.365529422647723,20.310517475385964,0.4615487440764678,0.3463848811951969,0.6150015624917484,02,La Pampa
población total censo 2010,30,181,1235994.0,3.284340410088913,3.0811365919352802,169.8014375815533,1.0659509282014659,0.8729461168196466,14.644084032770385,12.588323649402046,16.939839932768024,0.43995440864236346,0.3753554114072013,0.515670950255383,02,Entre Ríos
población total censo 2010,50,204,1738929.0,3.7016875340228634,4.334873609966897,238.8948846452757,0.853932055945486,-2.308242945474976,11.73135878463123,10.176663991955794,13.456399612030475,0.3524469680120658,0.30302776043336055,0.4099256948711647,02,Mendoza
población total censo 2010,06,1799,15625084.0,32.643803302485935,38.95085094625255,2146.5813956479783,0.8380767687856273,-9.60158729581159,11.513538103219156,10.987589193622592,12.05815784306699,0.34590294867522814,0.31985677226286907,0.3740700847311936,02,Buenos Aires
población total censo 2010,74,48,432310.0,0.8709853021230267,1.0776801182364486,59.39095131601068,0.8082039256215805,-1.4861159949401437,11.103143577525387,8.186581578840007,14.721157544846815,0.333573404508613,0.24963371701186918,0.44573792966507086,02,San Luis
población total censo 2010,26,50,509108.0,0.9072763563781527,1.2691253258891118,69.94149670974895,0.7148831859789274,-2.3997378309981023,9.821098863109595,7.289408875417763,12.9478944868941,0.2950567432465183,0.22204385818257655,0.39207786447152077,02,Chubut
población total censo 2010,62,54,636421.0,0.979858464888405,1.5864963996395152,87.43181658413368,0.6176241339791563,-3.6041086755178795,8.484949428130122,6.374155153985294,11.071018460061925,0.2549146057656933,0.19380018752960917,0.33530130729492125,02,Río Negro
población total censo 2010,90,116,1448188.0,2.1048811467973145,3.610102507618621,198.9527491948622,0.583053013690125,-5.990182475763917,8.010009750115316,6.618826043401373,9.607243705810086,0.24064592192625292,0.19848015134545008,0.2917695263086756,02,Tucumán
población total censo 2010,22,80,1055259.0,1.4516421702050444,2.6305929631284877,144.97197819801096,0.5518307813302475,-5.468557648900965,7.5810772521248335,6.0113227739342046,9.435306874183349,0.22775943868301288,0.18131390672042882,0.28610249951310746,02,Chaco
población total censo 2010,18,74,992595.0,1.342769007439666,2.4743815710043897,136.3631683780519,0.5426685290476907,-5.407795665342573,7.45520579894116,5.853940050407364,9.359328175327967,0.22397786377355083,0.17681522354743137,0.283720385915221,02,Corrientes
población total censo 2010,54,80,1101593.0,1.4516421702050444,2.746096260758354,151.3373649303929,0.5286202785200848,-5.880177798052899,7.262210271851764,5.7584810897482415,9.038449315440317,0.21817967026406077,0.1736876794713592,0.2740687690768753,02,Misiones
población total censo 2010,86,63,874006.0,1.1431682090364725,2.178758042653109,120.07135573061282,0.5246880042009705,-5.266012625220807,7.208188502138429,5.538969960788284,9.222404341262015,0.2165566861501443,0.16783186688226043,0.2794272576925558,02,Santiago del Estero
población total censo 2010,94,9,127205.0,0.1633097441480675,0.31710184691602655,17.475482783542223,0.5150072310720866,-2.030670813031786,7.075193585157816,3.2352290376780264,13.430921309240333,0.2125610999515327,0.11026198166859824,0.40977153257053256,02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
